booker,game_teams,game_time,log,team1,team2,url
Pinnacle,"Colorado Rockies - Arizona Diamondbacks Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 00:40",08/13/19 06:35 PM,2.17,1.79,https://www.oddsportal.com/baseball/usa/mlb/colorado-rockies-arizona-diamondbacks-0hItfyNh/
Unibet,"Colorado Rockies - Arizona Diamondbacks Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 00:40",08/13/19 06:35 PM,2.17,1.76,https://www.oddsportal.com/baseball/usa/mlb/colorado-rockies-arizona-diamondbacks-0hItfyNh/
best deal,"Colorado Rockies - Arizona Diamondbacks Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 00:40",08/13/19 06:35 PM,2.17,1.8,https://www.oddsportal.com/baseball/usa/mlb/colorado-rockies-arizona-diamondbacks-0hItfyNh/
18bet,"San Francisco Giants - Oakland Athletics Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 01:45",08/13/19 06:35 PM,1.88,2.01,https://www.oddsportal.com/baseball/usa/mlb/san-francisco-giants-oakland-athletics-rH7ogexa/
1xBet,"San Francisco Giants - Oakland Athletics Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 01:45",08/13/19 06:35 PM,1.88,2.0,https://www.oddsportal.com/baseball/usa/mlb/san-francisco-giants-oakland-athletics-rH7ogexa/
Asianodds,"San Francisco Giants - Oakland Athletics Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 01:45",08/13/19 06:35 PM,1.9,2.03,https://www.oddsportal.com/baseball/usa/mlb/san-francisco-giants-oakland-athletics-rH7ogexa/
bet-at-home,"San Francisco Giants - Oakland Athletics Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 01:45",08/13/19 06:35 PM,1.81,1.97,https://www.oddsportal.com/baseball/usa/mlb/san-francisco-giants-oakland-athletics-rH7ogexa/
bet365,"San Francisco Giants - Oakland Athletics Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 01:45",08/13/19 06:35 PM,2.05,1.8,https://www.oddsportal.com/baseball/usa/mlb/san-francisco-giants-oakland-athletics-rH7ogexa/
Bethard,"San Francisco Giants - Oakland Athletics Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 01:45",08/13/19 06:35 PM,1.83,1.95,https://www.oddsportal.com/baseball/usa/mlb/san-francisco-giants-oakland-athletics-rH7ogexa/
bwin,"San Francisco Giants - Oakland Athletics Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 01:45",08/13/19 06:35 PM,1.87,1.95,https://www.oddsportal.com/baseball/usa/mlb/san-francisco-giants-oakland-athletics-rH7ogexa/
Coolbet,"San Francisco Giants - Oakland Athletics Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 01:45",08/13/19 06:35 PM,1.92,1.96,https://www.oddsportal.com/baseball/usa/mlb/san-francisco-giants-oakland-athletics-rH7ogexa/
Marathonbet,"San Francisco Giants - Oakland Athletics Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 01:45",08/13/19 06:35 PM,1.86,2.0,https://www.oddsportal.com/baseball/usa/mlb/san-francisco-giants-oakland-athletics-rH7ogexa/
Pinnacle,"San Francisco Giants - Oakland Athletics Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 01:45",08/13/19 06:35 PM,1.9,2.03,https://www.oddsportal.com/baseball/usa/mlb/san-francisco-giants-oakland-athletics-rH7ogexa/
Unibet,"San Francisco Giants - Oakland Athletics Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 01:45",08/13/19 06:35 PM,1.89,2.0,https://www.oddsportal.com/baseball/usa/mlb/san-francisco-giants-oakland-athletics-rH7ogexa/
best deal,"San Francisco Giants - Oakland Athletics Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 01:45",08/13/19 06:35 PM,2.05,2.03,https://www.oddsportal.com/baseball/usa/mlb/san-francisco-giants-oakland-athletics-rH7ogexa/
18bet,"Los Angeles Angels - Pittsburgh Pirates Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 02:07",08/13/19 06:35 PM,1.59,2.49,https://www.oddsportal.com/baseball/usa/mlb/los-angeles-angels-pittsburgh-pirates-dKBkhFi5/
1xBet,"Los Angeles Angels - Pittsburgh Pirates Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 02:07",08/13/19 06:35 PM,1.59,2.47,https://www.oddsportal.com/baseball/usa/mlb/los-angeles-angels-pittsburgh-pirates-dKBkhFi5/
Asianodds,"Los Angeles Angels - Pittsburgh Pirates Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 02:07",08/13/19 06:35 PM,1.62,2.49,https://www.oddsportal.com/baseball/usa/mlb/los-angeles-angels-pittsburgh-pirates-dKBkhFi5/
bet-at-home,"Los Angeles Angels - Pittsburgh Pirates Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 02:07",08/13/19 06:35 PM,1.53,2.46,https://www.oddsportal.com/baseball/usa/mlb/los-angeles-angels-pittsburgh-pirates-dKBkhFi5/
bet365,"Los Angeles Angels - Pittsburgh Pirates Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 02:07",08/13/19 06:35 PM,1.86,1.95,https://www.oddsportal.com/baseball/usa/mlb/los-angeles-angels-pittsburgh-pirates-dKBkhFi5/
Bethard,"Los Angeles Angels - Pittsburgh Pirates Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 02:07",08/13/19 06:35 PM,1.57,2.4,https://www.oddsportal.com/baseball/usa/mlb/los-angeles-angels-pittsburgh-pirates-dKBkhFi5/
bwin,"Los Angeles Angels - Pittsburgh Pirates Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 02:07",08/13/19 06:35 PM,1.57,2.45,https://www.oddsportal.com/baseball/usa/mlb/los-angeles-angels-pittsburgh-pirates-dKBkhFi5/
Coolbet,"Los Angeles Angels - Pittsburgh Pirates Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 02:07",08/13/19 06:35 PM,1.58,2.52,https://www.oddsportal.com/baseball/usa/mlb/los-angeles-angels-pittsburgh-pirates-dKBkhFi5/
Marathonbet,"Los Angeles Angels - Pittsburgh Pirates Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 02:07",08/13/19 06:35 PM,1.57,2.5,https://www.oddsportal.com/baseball/usa/mlb/los-angeles-angels-pittsburgh-pirates-dKBkhFi5/
Pinnacle,"Los Angeles Angels - Pittsburgh Pirates Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 02:07",08/13/19 06:35 PM,1.62,2.48,https://www.oddsportal.com/baseball/usa/mlb/los-angeles-angels-pittsburgh-pirates-dKBkhFi5/
Unibet,"Los Angeles Angels - Pittsburgh Pirates Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 02:07",08/13/19 06:35 PM,1.57,2.55,https://www.oddsportal.com/baseball/usa/mlb/los-angeles-angels-pittsburgh-pirates-dKBkhFi5/
best deal,"Los Angeles Angels - Pittsburgh Pirates Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 02:07",08/13/19 06:35 PM,1.86,2.55,https://www.oddsportal.com/baseball/usa/mlb/los-angeles-angels-pittsburgh-pirates-dKBkhFi5/
18bet,"San Diego Padres - Tampa Bay Rays Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 02:10",08/13/19 06:35 PM,2.1,1.8,https://www.oddsportal.com/baseball/usa/mlb/san-diego-padres-tampa-bay-rays-6V65d9Rg/
1xBet,"San Diego Padres - Tampa Bay Rays Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 02:10",08/13/19 06:35 PM,2.08,1.81,https://www.oddsportal.com/baseball/usa/mlb/san-diego-padres-tampa-bay-rays-6V65d9Rg/
Asianodds,"San Diego Padres - Tampa Bay Rays Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 02:10",08/13/19 06:35 PM,2.12,1.82,https://www.oddsportal.com/baseball/usa/mlb/san-diego-padres-tampa-bay-rays-6V65d9Rg/
bet-at-home,"San Diego Padres - Tampa Bay Rays Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 02:10",08/13/19 06:35 PM,2.06,1.74,https://www.oddsportal.com/baseball/usa/mlb/san-diego-padres-tampa-bay-rays-6V65d9Rg/
bet365,"San Diego Padres - Tampa Bay Rays Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 02:10",08/13/19 06:35 PM,2.05,1.8,https://www.oddsportal.com/baseball/usa/mlb/san-diego-padres-tampa-bay-rays-6V65d9Rg/
Bethard,"San Diego Padres - Tampa Bay Rays Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 02:10",08/13/19 06:35 PM,2.05,1.77,https://www.oddsportal.com/baseball/usa/mlb/san-diego-padres-tampa-bay-rays-6V65d9Rg/
bwin,"San Diego Padres - Tampa Bay Rays Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 02:10",08/13/19 06:35 PM,2.1,1.75,https://www.oddsportal.com/baseball/usa/mlb/san-diego-padres-tampa-bay-rays-6V65d9Rg/
Coolbet,"San Diego Padres - Tampa Bay Rays Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 02:10",08/13/19 06:35 PM,2.11,1.8,https://www.oddsportal.com/baseball/usa/mlb/san-diego-padres-tampa-bay-rays-6V65d9Rg/
Marathonbet,"San Diego Padres - Tampa Bay Rays Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 02:10",08/13/19 06:35 PM,2.09,1.79,https://www.oddsportal.com/baseball/usa/mlb/san-diego-padres-tampa-bay-rays-6V65d9Rg/
Pinnacle,"San Diego Padres - Tampa Bay Rays Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 02:10",08/13/19 06:35 PM,2.12,1.82,https://www.oddsportal.com/baseball/usa/mlb/san-diego-padres-tampa-bay-rays-6V65d9Rg/
Unibet,"San Diego Padres - Tampa Bay Rays Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 02:10",08/13/19 06:35 PM,2.1,1.8,https://www.oddsportal.com/baseball/usa/mlb/san-diego-padres-tampa-bay-rays-6V65d9Rg/
best deal,"San Diego Padres - Tampa Bay Rays Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 02:10",08/13/19 06:35 PM,2.12,1.82,https://www.oddsportal.com/baseball/usa/mlb/san-diego-padres-tampa-bay-rays-6V65d9Rg/
1xBet,"Toronto Blue Jays - Texas Rangers Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 16:37",08/13/19 06:35 PM,1.82,2.05,https://www.oddsportal.com/baseball/usa/mlb/toronto-blue-jays-texas-rangers-xOU4bQXK/
Asianodds,"Toronto Blue Jays - Texas Rangers Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 16:37",08/13/19 06:35 PM,1.85,2.08,https://www.oddsportal.com/baseball/usa/mlb/toronto-blue-jays-texas-rangers-xOU4bQXK/
bet365,"Toronto Blue Jays - Texas Rangers Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 16:37",08/13/19 06:35 PM,2.2,1.71,https://www.oddsportal.com/baseball/usa/mlb/toronto-blue-jays-texas-rangers-xOU4bQXK/
Bethard,"Toronto Blue Jays - Texas Rangers Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 16:37",08/13/19 06:35 PM,1.8,2.0,https://www.oddsportal.com/baseball/usa/mlb/toronto-blue-jays-texas-rangers-xOU4bQXK/
Pinnacle,"Toronto Blue Jays - Texas Rangers Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 16:37",08/13/19 06:35 PM,1.85,2.08,https://www.oddsportal.com/baseball/usa/mlb/toronto-blue-jays-texas-rangers-xOU4bQXK/
best deal,"Toronto Blue Jays - Texas Rangers Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 16:37",08/13/19 06:35 PM,2.2,2.08,https://www.oddsportal.com/baseball/usa/mlb/toronto-blue-jays-texas-rangers-xOU4bQXK/
1xBet,"New York Yankees - Baltimore Orioles Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 17:05",08/13/19 06:35 PM,1.41,3.08,https://www.oddsportal.com/baseball/usa/mlb/new-york-yankees-baltimore-orioles-0Cx6dUri/
Asianodds,"New York Yankees - Baltimore Orioles Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 17:05",08/13/19 06:35 PM,1.44,3.06,https://www.oddsportal.com/baseball/usa/mlb/new-york-yankees-baltimore-orioles-0Cx6dUri/
Bethard,"New York Yankees - Baltimore Orioles Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 17:05",08/13/19 06:35 PM,1.41,2.9,https://www.oddsportal.com/baseball/usa/mlb/new-york-yankees-baltimore-orioles-0Cx6dUri/
Pinnacle,"New York Yankees - Baltimore Orioles Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 17:05",08/13/19 06:35 PM,1.44,3.06,https://www.oddsportal.com/baseball/usa/mlb/new-york-yankees-baltimore-orioles-0Cx6dUri/
best deal,"New York Yankees - Baltimore Orioles Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 17:05",08/13/19 06:35 PM,1.44,3.08,https://www.oddsportal.com/baseball/usa/mlb/new-york-yankees-baltimore-orioles-0Cx6dUri/
1xBet,"Chicago White Sox - Houston Astros Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 18:10",08/13/19 06:35 PM,3.54,1.33,https://www.oddsportal.com/baseball/usa/mlb/chicago-white-sox-houston-astros-n9lOXp6j/
Asianodds,"Chicago White Sox - Houston Astros Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 18:10",08/13/19 06:35 PM,3.52,1.36,https://www.oddsportal.com/baseball/usa/mlb/chicago-white-sox-houston-astros-n9lOXp6j/
bet365,"Chicago White Sox - Houston Astros Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 18:10",08/13/19 06:35 PM,3.5,1.32,https://www.oddsportal.com/baseball/usa/mlb/chicago-white-sox-houston-astros-n9lOXp6j/
Bethard,"Chicago White Sox - Houston Astros Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 18:10",08/13/19 06:35 PM,3.35,1.33,https://www.oddsportal.com/baseball/usa/mlb/chicago-white-sox-houston-astros-n9lOXp6j/
Pinnacle,"Chicago White Sox - Houston Astros Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 18:10",08/13/19 06:35 PM,3.52,1.36,https://www.oddsportal.com/baseball/usa/mlb/chicago-white-sox-houston-astros-n9lOXp6j/
best deal,"Chicago White Sox - Houston Astros Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 18:10",08/13/19 06:35 PM,3.54,1.36,https://www.oddsportal.com/baseball/usa/mlb/chicago-white-sox-houston-astros-n9lOXp6j/
1xBet,"Milwaukee Brewers - Minnesota Twins Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 18:10",08/13/19 06:35 PM,1.89,1.94,https://www.oddsportal.com/baseball/usa/mlb/milwaukee-brewers-minnesota-twins-EFtAelbc/
Asianodds,"Milwaukee Brewers - Minnesota Twins Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 18:10",08/13/19 06:35 PM,1.91,2.01,https://www.oddsportal.com/baseball/usa/mlb/milwaukee-brewers-minnesota-twins-EFtAelbc/
Bethard,"Milwaukee Brewers - Minnesota Twins Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 18:10",08/13/19 06:35 PM,1.87,1.95,https://www.oddsportal.com/baseball/usa/mlb/milwaukee-brewers-minnesota-twins-EFtAelbc/
Pinnacle,"Milwaukee Brewers - Minnesota Twins Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 18:10",08/13/19 06:35 PM,1.91,2.01,https://www.oddsportal.com/baseball/usa/mlb/milwaukee-brewers-minnesota-twins-EFtAelbc/
best deal,"Milwaukee Brewers - Minnesota Twins Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 18:10",08/13/19 06:35 PM,1.91,2.01,https://www.oddsportal.com/baseball/usa/mlb/milwaukee-brewers-minnesota-twins-EFtAelbc/
1xBet,"Colorado Rockies - Arizona Diamondbacks Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 19:10",08/13/19 06:35 PM,2.05,1.82,https://www.oddsportal.com/baseball/usa/mlb/colorado-rockies-arizona-diamondbacks-dvWEf8D3/
Asianodds,"Colorado Rockies - Arizona Diamondbacks Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 19:10",08/13/19 06:35 PM,2.1,1.84,https://www.oddsportal.com/baseball/usa/mlb/colorado-rockies-arizona-diamondbacks-dvWEf8D3/
bet365,"Colorado Rockies - Arizona Diamondbacks Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 19:10",08/13/19 06:35 PM,2.1,1.76,https://www.oddsportal.com/baseball/usa/mlb/colorado-rockies-arizona-diamondbacks-dvWEf8D3/
Bethard,"Colorado Rockies - Arizona Diamondbacks Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 19:10",08/13/19 06:35 PM,2.05,1.8,https://www.oddsportal.com/baseball/usa/mlb/colorado-rockies-arizona-diamondbacks-dvWEf8D3/
Pinnacle,"Colorado Rockies - Arizona Diamondbacks Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 19:10",08/13/19 06:35 PM,2.1,1.84,https://www.oddsportal.com/baseball/usa/mlb/colorado-rockies-arizona-diamondbacks-dvWEf8D3/
best deal,"Colorado Rockies - Arizona Diamondbacks Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 19:10",08/13/19 06:35 PM,2.1,1.84,https://www.oddsportal.com/baseball/usa/mlb/colorado-rockies-arizona-diamondbacks-dvWEf8D3/
1xBet,"San Francisco Giants - Oakland Athletics Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 19:45",08/13/19 06:35 PM,1.98,1.86,https://www.oddsportal.com/baseball/usa/mlb/san-francisco-giants-oakland-athletics-zVUIgSS9/
Asianodds,"San Francisco Giants - Oakland Athletics Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 19:45",08/13/19 06:35 PM,2.05,1.88,https://www.oddsportal.com/baseball/usa/mlb/san-francisco-giants-oakland-athletics-zVUIgSS9/
Bethard,"San Francisco Giants - Oakland Athletics Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 19:45",08/13/19 06:35 PM,2.0,1.83,https://www.oddsportal.com/baseball/usa/mlb/san-francisco-giants-oakland-athletics-zVUIgSS9/
Pinnacle,"San Francisco Giants - Oakland Athletics Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 19:45",08/13/19 06:35 PM,2.05,1.88,https://www.oddsportal.com/baseball/usa/mlb/san-francisco-giants-oakland-athletics-zVUIgSS9/
best deal,"San Francisco Giants - Oakland Athletics Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 19:45",08/13/19 06:35 PM,2.05,1.88,https://www.oddsportal.com/baseball/usa/mlb/san-francisco-giants-oakland-athletics-zVUIgSS9/
1xBet,"Washington Nationals - Cincinnati Reds Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 20:05",08/13/19 06:35 PM,1.69,2.28,https://www.oddsportal.com/baseball/usa/mlb/washington-nationals-cincinnati-reds-44ZMhnrG/
Asianodds,"Washington Nationals - Cincinnati Reds Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 20:05",08/13/19 06:35 PM,1.69,2.34,https://www.oddsportal.com/baseball/usa/mlb/washington-nationals-cincinnati-reds-44ZMhnrG/
Bethard,"Washington Nationals - Cincinnati Reds Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 20:05",08/13/19 06:35 PM,1.65,2.25,https://www.oddsportal.com/baseball/usa/mlb/washington-nationals-cincinnati-reds-44ZMhnrG/
Pinnacle,"Washington Nationals - Cincinnati Reds Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 20:05",08/13/19 06:35 PM,1.69,2.34,https://www.oddsportal.com/baseball/usa/mlb/washington-nationals-cincinnati-reds-44ZMhnrG/
best deal,"Washington Nationals - Cincinnati Reds Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 20:05",08/13/19 06:35 PM,1.69,2.34,https://www.oddsportal.com/baseball/usa/mlb/washington-nationals-cincinnati-reds-44ZMhnrG/
1xBet,"Philadelphia Phillies - Chicago Cubs Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 23:05",08/13/19 06:35 PM,1.86,1.98,https://www.oddsportal.com/baseball/usa/mlb/philadelphia-phillies-chicago-cubs-reYQi6cM/
Asianodds,"Philadelphia Phillies - Chicago Cubs Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 23:05",08/13/19 06:35 PM,1.88,2.06,https://www.oddsportal.com/baseball/usa/mlb/philadelphia-phillies-chicago-cubs-reYQi6cM/
Bethard,"Philadelphia Phillies - Chicago Cubs Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 23:05",08/13/19 06:35 PM,1.83,2.0,https://www.oddsportal.com/baseball/usa/mlb/philadelphia-phillies-chicago-cubs-reYQi6cM/
Pinnacle,"Philadelphia Phillies - Chicago Cubs Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 23:05",08/13/19 06:35 PM,1.88,2.06,https://www.oddsportal.com/baseball/usa/mlb/philadelphia-phillies-chicago-cubs-reYQi6cM/
best deal,"Philadelphia Phillies - Chicago Cubs Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 23:05",08/13/19 06:35 PM,1.88,2.06,https://www.oddsportal.com/baseball/usa/mlb/philadelphia-phillies-chicago-cubs-reYQi6cM/
1xBet,"Detroit Tigers - Seattle Mariners Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 23:10",08/13/19 06:35 PM,2.24,1.71,https://www.oddsportal.com/baseball/usa/mlb/detroit-tigers-seattle-mariners-nNTdnpLq/
Asianodds,"Detroit Tigers - Seattle Mariners Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 23:10",08/13/19 06:35 PM,2.28,1.72,https://www.oddsportal.com/baseball/usa/mlb/detroit-tigers-seattle-mariners-nNTdnpLq/
Bethard,"Detroit Tigers - Seattle Mariners Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 23:10",08/13/19 06:35 PM,2.2,1.67,https://www.oddsportal.com/baseball/usa/mlb/detroit-tigers-seattle-mariners-nNTdnpLq/
Pinnacle,"Detroit Tigers - Seattle Mariners Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 23:10",08/13/19 06:35 PM,2.28,1.72,https://www.oddsportal.com/baseball/usa/mlb/detroit-tigers-seattle-mariners-nNTdnpLq/
best deal,"Detroit Tigers - Seattle Mariners Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 23:10",08/13/19 06:35 PM,2.28,1.72,https://www.oddsportal.com/baseball/usa/mlb/detroit-tigers-seattle-mariners-nNTdnpLq/
1xBet,"Miami Marlins - Los Angeles Dodgers Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 23:10",08/13/19 06:35 PM,3.42,1.36,https://www.oddsportal.com/baseball/usa/mlb/miami-marlins-los-angeles-dodgers-QJNVjQCS/
Asianodds,"Miami Marlins - Los Angeles Dodgers Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 23:10",08/13/19 06:35 PM,3.4,1.38,https://www.oddsportal.com/baseball/usa/mlb/miami-marlins-los-angeles-dodgers-QJNVjQCS/
Bethard,"Miami Marlins - Los Angeles Dodgers Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 23:10",08/13/19 06:35 PM,3.25,1.34,https://www.oddsportal.com/baseball/usa/mlb/miami-marlins-los-angeles-dodgers-QJNVjQCS/
Pinnacle,"Miami Marlins - Los Angeles Dodgers Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 23:10",08/13/19 06:35 PM,3.4,1.38,https://www.oddsportal.com/baseball/usa/mlb/miami-marlins-los-angeles-dodgers-QJNVjQCS/
best deal,"Miami Marlins - Los Angeles Dodgers Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 23:10",08/13/19 06:35 PM,3.42,1.38,https://www.oddsportal.com/baseball/usa/mlb/miami-marlins-los-angeles-dodgers-QJNVjQCS/
1xBet,"Atlanta Braves - New York Mets Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 23:20",08/13/19 06:35 PM,1.74,2.19,https://www.oddsportal.com/baseball/usa/mlb/atlanta-braves-new-york-mets-tpT0o4zj/
Asianodds,"Atlanta Braves - New York Mets Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 23:20",08/13/19 06:35 PM,1.74,2.26,https://www.oddsportal.com/baseball/usa/mlb/atlanta-braves-new-york-mets-tpT0o4zj/
Bethard,"Atlanta Braves - New York Mets Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 23:20",08/13/19 06:35 PM,1.69,2.15,https://www.oddsportal.com/baseball/usa/mlb/atlanta-braves-new-york-mets-tpT0o4zj/
Pinnacle,"Atlanta Braves - New York Mets Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 23:20",08/13/19 06:35 PM,1.74,2.26,https://www.oddsportal.com/baseball/usa/mlb/atlanta-braves-new-york-mets-tpT0o4zj/
best deal,"Atlanta Braves - New York Mets Betting Odds, Baseball - MLB","Tomorrow, 14 Aug  2019, 23:20",08/13/19 06:35 PM,1.74,2.26,https://www.oddsportal.com/baseball/usa/mlb/atlanta-braves-new-york-mets-tpT0o4zj/
1xBet,"Los Angeles Angels - Pittsburgh Pirates Betting Odds, Baseball - MLB","Thursday, 15 Aug  2019, 00:07",08/13/19 06:35 PM,1.86,1.98,https://www.oddsportal.com/baseball/usa/mlb/los-angeles-angels-pittsburgh-pirates-KzS4pOkd/
Asianodds,"Los Angeles Angels - Pittsburgh Pirates Betting Odds, Baseball - MLB","Thursday, 15 Aug  2019, 00:07",08/13/19 06:35 PM,1.88,2.05,https://www.oddsportal.com/baseball/usa/mlb/los-angeles-angels-pittsburgh-pirates-KzS4pOkd/
Bethard,"Los Angeles Angels - Pittsburgh Pirates Betting Odds, Baseball - MLB","Thursday, 15 Aug  2019, 00:07",08/13/19 06:35 PM,1.83,2.0,https://www.oddsportal.com/baseball/usa/mlb/los-angeles-angels-pittsburgh-pirates-KzS4pOkd/
Pinnacle,"Los Angeles Angels - Pittsburgh Pirates Betting Odds, Baseball - MLB","Thursday, 15 Aug  2019, 00:07",08/13/19 06:35 PM,1.88,2.05,https://www.oddsportal.com/baseball/usa/mlb/los-angeles-angels-pittsburgh-pirates-KzS4pOkd/
best deal,"Los Angeles Angels - Pittsburgh Pirates Betting Odds, Baseball - MLB","Thursday, 15 Aug  2019, 00:07",08/13/19 06:35 PM,1.88,2.05,https://www.oddsportal.com/baseball/usa/mlb/los-angeles-angels-pittsburgh-pirates-KzS4pOkd/
1xBet,"Kansas City Royals - St.Louis Cardinals Betting Odds, Baseball - MLB","Thursday, 15 Aug  2019, 00:15",08/13/19 06:35 PM,2.08,1.79,https://www.oddsportal.com/baseball/usa/mlb/kansas-city-royals-st-louis-cardinals-jsBgiZ6B/
Asianodds,"Kansas City Royals - St.Louis Cardinals Betting Odds, Baseball - MLB","Thursday, 15 Aug  2019, 00:15",08/13/19 06:35 PM,2.16,1.8,https://www.oddsportal.com/baseball/usa/mlb/kansas-city-royals-st-louis-cardinals-jsBgiZ6B/
