In-Play,arb,booker,dev_rst1,dev_rst2,dev_rst3,game_time,log,name_team1,name_team2,result1,result2,result3,score,url
NO,1.0668563300142246,Interwetten,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:39:33,Arizona Diamondbacks , Colorado Rockies,1.85,1.9,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0502232758145431,Leonbets,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:39:33,Arizona Diamondbacks , Colorado Rockies,1.87,1.94,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0362972508591066,Marathonbet,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:39:33,Arizona Diamondbacks , Colorado Rockies,1.92,1.94,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.039136302294197,NordicBet,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:39:33,Arizona Diamondbacks , Colorado Rockies,1.9,1.95,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0499338624338626,Oddsring,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:39:33,Arizona Diamondbacks , Colorado Rockies,1.89,1.92,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0181347150259068,Pinnacle,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:39:33,Arizona Diamondbacks , Colorado Rockies,1.93,2.0,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0311744226220534,SBOBET,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:39:33,Arizona Diamondbacks , Colorado Rockies,1.97,1.91,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0475798711092827,Sportingbet,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:39:33,Arizona Diamondbacks , Colorado Rockies,1.95,1.87,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0471204188481675,Titanbet,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:39:33,Arizona Diamondbacks , Colorado Rockies,1.91,1.91,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0310374149659864,Unibet,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:39:33,Arizona Diamondbacks , Colorado Rockies,1.96,1.92,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0076142131979695,best deal,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:39:33,Arizona Diamondbacks , Colorado Rockies,1.97,2.0,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
 In Play Odds,1.089655172413793,10Bet,N/D,N/D,N/D,2019-08-21 12:35:00,2019-08-21 12:40:38,Cincinnati Reds , San Diego Padres ,1.45,2.5,N/D,1st Inning 0:0 (),https://www.oddsportal.com/baseball/usa/mlb/
 In Play Odds,1.0426065162907268,1xBet,N/D,N/D,N/D,2019-08-21 12:35:00,2019-08-21 12:40:38,Cincinnati Reds , San Diego Padres ,1.5,2.66,N/D,1st Inning 0:0 (),https://www.oddsportal.com/baseball/usa/mlb/
 In Play Odds,1.0772520716385994,Asianodds,N/D,N/D,N/D,2019-08-21 12:35:00,2019-08-21 12:40:38,Cincinnati Reds , San Diego Padres ,1.45,2.58,N/D,1st Inning 0:0 (),https://www.oddsportal.com/baseball/usa/mlb/
 In Play Odds,1.0557563242127,Bethard,N/D,N/D,N/D,2019-08-21 12:35:00,2019-08-21 12:40:38,Cincinnati Reds , San Diego Padres ,1.49,2.6,N/D,1st Inning 0:0 (),https://www.oddsportal.com/baseball/usa/mlb/
 In Play Odds,1.051282051282051,Betsafe,N/D,N/D,N/D,2019-08-21 12:35:00,2019-08-21 12:40:38,Cincinnati Reds , San Diego Padres ,1.5,2.6,N/D,1st Inning 0:0 (),https://www.oddsportal.com/baseball/usa/mlb/
 In Play Odds,1.051282051282051,Betsson,N/D,N/D,N/D,2019-08-21 12:35:00,2019-08-21 12:40:38,Cincinnati Reds , San Diego Padres ,1.5,2.6,N/D,1st Inning 0:0 (),https://www.oddsportal.com/baseball/usa/mlb/
 In Play Odds,1.0600255427841634,bwin,N/D,N/D,N/D,2019-08-21 12:35:00,2019-08-21 12:40:38,Cincinnati Reds , San Diego Padres ,1.45,2.7,N/D,1st Inning 0:0 (),https://www.oddsportal.com/baseball/usa/mlb/
 In Play Odds,1.0603674540682415,Coolbet,N/D,N/D,N/D,2019-08-21 12:35:00,2019-08-21 12:40:38,Cincinnati Reds , San Diego Padres ,1.5,2.54,N/D,1st Inning 0:0 (),https://www.oddsportal.com/baseball/usa/mlb/
 In Play Odds,1.098901098901099,Interwetten,N/D,N/D,N/D,2019-08-21 12:35:00,2019-08-21 12:40:38,Cincinnati Reds , San Diego Padres ,1.4,2.6,N/D,1st Inning 0:0 (),https://www.oddsportal.com/baseball/usa/mlb/
 In Play Odds,1.046999795207864,Marathonbet,N/D,N/D,N/D,2019-08-21 12:35:00,2019-08-21 12:40:38,Cincinnati Reds , San Diego Padres ,2.57,1.52,N/D,1st Inning 0:0 (),https://www.oddsportal.com/baseball/usa/mlb/
 In Play Odds,1.051282051282051,NordicBet,N/D,N/D,N/D,2019-08-21 12:35:00,2019-08-21 12:40:38,Cincinnati Reds , San Diego Padres ,1.5,2.6,N/D,1st Inning 0:0 (),https://www.oddsportal.com/baseball/usa/mlb/
 In Play Odds,1.0740820501776678,Pinnacle,N/D,N/D,N/D,2019-08-21 12:35:00,2019-08-21 12:40:38,Cincinnati Reds , San Diego Padres ,1.48,2.51,N/D,1st Inning 0:0 (),https://www.oddsportal.com/baseball/usa/mlb/
 In Play Odds,1.0602910602910602,Sportingbet,N/D,N/D,N/D,2019-08-21 12:35:00,2019-08-21 12:40:38,Cincinnati Reds , San Diego Padres ,1.48,2.6,N/D,1st Inning 0:0 (),https://www.oddsportal.com/baseball/usa/mlb/
 In Play Odds,1.0559038125578049,Unibet,N/D,N/D,N/D,2019-08-21 12:35:00,2019-08-21 12:40:38,Cincinnati Reds , San Diego Padres ,1.48,2.63,N/D,1st Inning 0:0 (),https://www.oddsportal.com/baseball/usa/mlb/
 In Play Odds,0.7594754287361292,best deal,N/D,N/D,N/D,2019-08-21 12:35:00,2019-08-21 12:40:38,Cincinnati Reds , San Diego Padres ,2.57,2.7,N/D,1st Inning 0:0 (),https://www.oddsportal.com/baseball/usa/mlb/
NO,1.066017316017316,10Bet,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.54,2.4,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0575139146567718,188BET,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.54,2.45,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0281683094011107,18bet,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.58,2.53,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0347264284272157,1xBet,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.56,2.54,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.04251012145749,888sport,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.52,2.6,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.017156862745098,Asianodds,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.6,2.55,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0572916666666665,bet-at-home,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.5,2.56,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0290995379043337,bet365,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.57,2.55,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0250682551501613,Betclic,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.58,2.55,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.051282051282051,Betfair,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.5,2.6,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.05359477124183,Betfred,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.53,2.5,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0491889063317634,Bethard,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.56,2.45,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0410256410256409,Betsafe,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.56,2.5,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0410256410256409,Betsson,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.56,2.5,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.053324555628703,BetVictor,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.55,2.45,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0415075120957473,Betway,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.54,2.55,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0457516339869282,BoyleSports,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.53,2.55,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.045105940465358,bwin,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.57,2.45,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0491889063317634,ComeOn,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.56,2.45,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.029776674937965,Coolbet,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.55,2.6,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.040418207318628,Dafabet,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.55,2.53,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0250682551501613,Expekt,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.58,2.55,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0666666666666667,Interwetten,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.5,2.5,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0483520417295251,Leonbets,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.51,2.59,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0369475485754556,Marathonbet,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.54,2.58,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0410256410256409,NordicBet,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.56,2.5,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0483520417295251,Oddsring,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.51,2.59,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.017156862745098,Pinnacle,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.6,2.55,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0467677160253919,SBOBET,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.55,2.49,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.045105940465358,Sportingbet,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.57,2.45,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0457516339869282,Titanbet,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.53,2.55,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0295787862327788,Unibet,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.54,2.63,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0052281368821294,best deal,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Minnesota Twins , Chicago White Sox,1.6,2.63,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.071105072463768,10Bet,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Tampa Bay Rays , Seattle Mariners,1.28,3.45,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0633484162895928,188BET,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Tampa Bay Rays , Seattle Mariners,1.3,3.4,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0296574770258982,18bet,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Tampa Bay Rays , Seattle Mariners,1.33,3.6,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0350979090607368,1xBet,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Tampa Bay Rays , Seattle Mariners,1.31,3.68,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0503871619346874,888sport,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Tampa Bay Rays , Seattle Mariners,1.33,3.35,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0185463659147869,Asianodds,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Tampa Bay Rays , Seattle Mariners,1.33,3.75,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0627599762307445,bet-at-home,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Tampa Bay Rays , Seattle Mariners,1.31,3.34,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0411365564037318,bet365,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Tampa Bay Rays , Seattle Mariners,1.31,3.6,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0264550264550265,Betclic,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Tampa Bay Rays , Seattle Mariners,1.35,3.5,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0470085470085468,Betfred,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Tampa Bay Rays , Seattle Mariners,1.3,3.6,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0509209100758397,Bethard,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Tampa Bay Rays , Seattle Mariners,1.3,3.55,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0450489194710246,Betsafe,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Tampa Bay Rays , Seattle Mariners,1.31,3.55,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0450489194710246,Betsson,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Tampa Bay Rays , Seattle Mariners,1.31,3.55,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0470085470085468,BetVictor,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Tampa Bay Rays , Seattle Mariners,1.3,3.6,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0490730643402397,Betway,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Tampa Bay Rays , Seattle Mariners,1.31,3.5,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0549450549450547,BoyleSports,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Tampa Bay Rays , Seattle Mariners,1.3,3.5,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0437710437710437,bwin,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Tampa Bay Rays , Seattle Mariners,1.35,3.3,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0509209100758397,ComeOn,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Tampa Bay Rays , Seattle Mariners,1.3,3.55,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0296574770258982,Coolbet,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Tampa Bay Rays , Seattle Mariners,1.33,3.6,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0264550264550265,Expekt,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Tampa Bay Rays , Seattle Mariners,1.35,3.5,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0722610722610721,Interwetten,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Tampa Bay Rays , Seattle Mariners,1.3,3.3,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0516934046345812,Leonbets,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Tampa Bay Rays , Seattle Mariners,1.32,3.4,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0380479735318444,Marathonbet,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Tampa Bay Rays , Seattle Mariners,1.3,3.72,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0450489194710246,NordicBet,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Tampa Bay Rays , Seattle Mariners,1.31,3.55,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0516934046345812,Oddsring,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Tampa Bay Rays , Seattle Mariners,1.32,3.4,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0185463659147869,Pinnacle,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Tampa Bay Rays , Seattle Mariners,1.33,3.75,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0650887573964496,SBOBET,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Tampa Bay Rays , Seattle Mariners,1.3,3.38,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0437710437710437,Sportingbet,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Tampa Bay Rays , Seattle Mariners,1.35,3.3,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0509209100758397,Titanbet,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Tampa Bay Rays , Seattle Mariners,1.3,3.55,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0305958132045088,Unibet,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Tampa Bay Rays , Seattle Mariners,1.35,3.45,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0074074074074073,best deal,N/D,N/D,N/D,2019-08-21 13:10:00,2019-08-21 12:40:38,Tampa Bay Rays , Seattle Mariners,1.35,3.75,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0700082968557778,10Bet,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:40:38,Arizona Diamondbacks , Colorado Rockies,1.83,1.91,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0638297872340425,188BET,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:40:38,Arizona Diamondbacks , Colorado Rockies,1.88,1.88,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0313662945241893,18bet,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:40:38,Arizona Diamondbacks , Colorado Rockies,1.9,1.98,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.03359863255168,1xBet,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:40:38,Arizona Diamondbacks , Colorado Rockies,1.94,1.93,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.047235244126436,888sport,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:40:38,Arizona Diamondbacks , Colorado Rockies,1.93,1.89,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.020647277839977,Asianodds,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:40:38,Arizona Diamondbacks , Colorado Rockies,1.93,1.99,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.058467741935484,bet-at-home,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:40:38,Arizona Diamondbacks , Colorado Rockies,1.86,1.92,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0526315789473684,bet365,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:40:38,Arizona Diamondbacks , Colorado Rockies,1.9,1.9,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.026315789473684,Betclic,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:40:38,Arizona Diamondbacks , Colorado Rockies,1.9,2.0,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.039136302294197,Betfair,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:40:38,Arizona Diamondbacks , Colorado Rockies,1.9,1.95,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0475798711092827,Betfred,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:40:38,Arizona Diamondbacks , Colorado Rockies,1.87,1.95,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0475798711092827,Bethard,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:40:38,Arizona Diamondbacks , Colorado Rockies,1.87,1.95,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.039136302294197,Betsafe,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:40:38,Arizona Diamondbacks , Colorado Rockies,1.9,1.95,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.039136302294197,Betsson,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:40:38,Arizona Diamondbacks , Colorado Rockies,1.9,1.95,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.049875998897768,BetVictor,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:40:38,Arizona Diamondbacks , Colorado Rockies,1.9,1.91,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0471204188481675,Betway,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:40:38,Arizona Diamondbacks , Colorado Rockies,1.91,1.91,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0471204188481675,BoyleSports,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:40:38,Arizona Diamondbacks , Colorado Rockies,1.91,1.91,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0475798711092827,bwin,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:40:38,Arizona Diamondbacks , Colorado Rockies,1.95,1.87,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0475798711092827,ComeOn,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:40:38,Arizona Diamondbacks , Colorado Rockies,1.87,1.95,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0310374149659864,Coolbet,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:40:38,Arizona Diamondbacks , Colorado Rockies,1.96,1.92,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0365198711063373,Dafabet,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:40:38,Arizona Diamondbacks , Colorado Rockies,1.9,1.96,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.026315789473684,Expekt,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:40:38,Arizona Diamondbacks , Colorado Rockies,1.9,2.0,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0668563300142246,Interwetten,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:40:38,Arizona Diamondbacks , Colorado Rockies,1.85,1.9,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0502232758145431,Leonbets,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:40:38,Arizona Diamondbacks , Colorado Rockies,1.87,1.94,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0365198711063373,Marathonbet,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:40:38,Arizona Diamondbacks , Colorado Rockies,1.9,1.96,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.039136302294197,NordicBet,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:40:38,Arizona Diamondbacks , Colorado Rockies,1.9,1.95,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0502232758145431,Oddsring,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:40:38,Arizona Diamondbacks , Colorado Rockies,1.87,1.94,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,0.0,Pinnacle,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:40:38,Arizona Diamondbacks , Colorado Rockies,N/D,N/D,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
NO,1.0311744226220534,SBOBET,N/D,N/D,N/D,2019-08-21 15:40:00,2019-08-21 12:40:38,Arizona Diamondbacks , Colorado Rockies,1.97,1.91,N/D,N/D,https://www.oddsportal.com/baseball/usa/mlb/
